事件 ID	选项 ID	类型	轨道	年龄／人物／状态前置	选择前共同事实	分支后新增事实	实际效果	延迟后果	卡牌互动	敏感表达标签	人工结论
decision_167	decision_167_choice_1	decision	employment	年龄 34—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"age","op":"gte","value":32},{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"notIn","value":["employed","selfEmployed"]},{"path":"employment.firstJobAge","op":"eq","value":null}],"any":[],"none":[]}	这一次，你怎么回到工作里？	先接能报到的工作 → 你看过合同和发薪日，接受了比学历上限低一档的岗位。先把现金流接上。	[{"type":"tag","target":"history","value":"employment:accepted"},{"type":"add","target":"agency","value":4},{"type":"acceptFirstJobOffer","target":"employment","value":"reentry"},{"type":"add","target":"pressures.family","value":-2},{"type":"add","target":"health.mental","value":1},{"type":"tag","target":"history","value":"research:E67"},{"type":"tag","target":"history","value":"research:E68"}]	echo_167@1—3年：合同、申请记录或拒绝邮件，最后总有一份留了下来。；第一份正式工作来得晚。工牌是真的，起点也照实记录。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	resilience/riskShift；准备“先接能报到的工作”时，你没有急着选，先给最坏的结果留一条还能继续的路。；多出来的差别很具体：这一下没有堵死后面的路。 你这次走的是“先接能报到的工作”。	无	三代理混排复核完成；已发现项已修正
decision_167	decision_167_choice_2	decision	employment	年龄 34—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"age","op":"gte","value":32},{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"notIn","value":["employed","selfEmployed"]},{"path":"employment.firstJobAge","op":"eq","value":null}],"any":[],"none":[]}	这一次，你怎么回到工作里？	继续按原区间求职 → 你保留短工或节流安排，继续投真正匹配的岗位。	[{"type":"tag","target":"history","value":"employment:searching"},{"type":"add","target":"agency","value":3},{"type":"leaveEmployment","target":"employment","value":"longSearch"},{"type":"add","target":"pressures.family","value":0},{"type":"add","target":"health.mental","value":0},{"type":"tag","target":"history","value":"research:E67"},{"type":"tag","target":"history","value":"research:E68"}]	echo_167@2—4年：合同、申请记录或拒绝邮件，最后总有一份留了下来。；求职还在继续。没有合同，也没有把短暂机会写成正式工作。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_167	decision_167_choice_3	decision	employment	年龄 34—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"age","op":"gte","value":32},{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"notIn","value":["employed","selfEmployed"]},{"path":"employment.firstJobAge","op":"eq","value":null}],"any":[],"none":[]}	这一次，你怎么回到工作里？	拒绝当前机会 → 条件不可靠，或者代价实在不值得。你发出拒绝，重新计算能撑多久。	[{"type":"tag","target":"history","value":"employment:declined"},{"type":"add","target":"agency","value":2},{"type":"leaveEmployment","target":"employment","value":"declined"},{"type":"add","target":"pressures.family","value":3},{"type":"add","target":"health.mental","value":-2},{"type":"tag","target":"history","value":"research:E67"},{"type":"tag","target":"history","value":"research:E68"}]	echo_167@3—5年：合同、申请记录或拒绝邮件，最后总有一份留了下来。；拒绝不是免费选择。下一轮仍能投，眼前的账单得自己接住。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_168	decision_168_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["crowd_rider","station_rider"]}],"any":[],"none":[]}	新人第一次跟站点老骑手跑单。对方没讲大道理，只告诉你哪栋楼的电梯藏在消防门后、哪家商场要从卸货口进。下一单已经开始倒计时。	照着老路线跑 → 你把入口和楼栋记进导航备注，先少绕一次。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"capabilities.skill","value":3},{"type":"add","target":"pressures.body","value":1},{"type":"tag","target":"history","value":"research:E17"}]	echo_168@1—3年：那条跟跑路线后来成了你自己的经验。；后来带新人时，你也先告诉他那扇不起眼的消防门。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	portableSkill/resultVariant；准备“照着老路线跑”时，“照着老路线跑”要真的走得通，得先拿一件真正做过的事试路。；“照着老路线跑”照样有代价，不过做过的事成了这次选择的底气。 你这次走的是“照着老路线跑”。	无	三代理混排复核完成；已发现项已修正
decision_168	decision_168_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["crowd_rider","station_rider"]}],"any":[],"none":[]}	新人第一次跟站点老骑手跑单。对方没讲大道理，只告诉你哪栋楼的电梯藏在消防门后、哪家商场要从卸货口进。下一单已经开始倒计时。	自己试条近路 → 地图上少两百米，现场多了一道上锁的门。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.skill","value":1},{"type":"add","target":"pressures.career","value":3},{"type":"tag","target":"history","value":"research:E17"}]	echo_168@2—4年：那条跟跑路线后来成了你自己的经验。；超时申诉里有了照片。你也记住这条近路并不近。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_168	decision_168_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["crowd_rider","station_rider"]}],"any":[],"none":[]}	新人第一次跟站点老骑手跑单。对方没讲大道理，只告诉你哪栋楼的电梯藏在消防门后、哪家商场要从卸货口进。下一单已经开始倒计时。	先打电话确认入口 → 顾客回了消息，保安也没再让你绕整栋楼。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"capabilities.network","value":2},{"type":"tag","target":"history","value":"research:E17"}]	echo_168@3—5年：那条跟跑路线后来成了你自己的经验。；以后碰到陌生园区，你不再只盯地图上的蓝线。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_169	decision_169_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["crowd_rider","station_rider"]}],"any":[],"none":[]}	商家还在出餐，保温箱里已经有五单。催得太凶怕拿错，不催，后面的楼栋一起超时。站长的头像亮着。	盯住这单，催商家 → 你核对取餐号，在出餐口等到袋子封好。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"pressures.career","value":2},{"type":"add","target":"capabilities.skill","value":1},{"type":"tag","target":"history","value":"research:E20"}]	echo_169@1—3年：那次卡餐以后，你处理顺序变了。；后面几单晚了些，至少没有把别人的餐送错。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	riskSense/riskShift；准备“盯住这单，催商家”时，这次多了一步准备：先找出最容易留下后患的那一步。；结果仍不确定；最容易出问题的地方提前被看见了。 你这次走的是“盯住这单，催商家”。	无	三代理混排复核完成；已发现项已修正
decision_169	decision_169_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["crowd_rider","station_rider"]}],"any":[],"none":[]}	商家还在出餐，保温箱里已经有五单。催得太凶怕拿错，不催，后面的楼栋一起超时。站长的头像亮着。	找站长改派 → 你把出餐照片和手里单量发过去，站长拆走两单。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.network","value":2},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"research:E20"}]	echo_169@2—4年：那次卡餐以后，你处理顺序变了。；下次爆单时，对方先问现场是不是又卡餐。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_169	decision_169_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["crowd_rider","station_rider"]}],"any":[],"none":[]}	商家还在出餐，保温箱里已经有五单。催得太凶怕拿错，不催，后面的楼栋一起超时。站长的头像亮着。	先送已经拿到的 → 你标记商家未出餐，带着其余订单先走。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"capabilities.riskSense","value":2},{"type":"add","target":"pressures.body","value":2},{"type":"tag","target":"history","value":"research:E20"}]	echo_169@3—5年：那次卡餐以后，你处理顺序变了。；路线没全乱，回来时那袋餐已经凉了一点。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_170	decision_170_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["warehouse_picker"]}],"any":[],"none":[]}	仓储园区中午不让出门，售卖机一盒饭的钱接近一小时工资。夜班同事把自带饭放在休息室的小冰箱里。	先买一份，记下价格 → 你没空着肚子上后半班，也把这笔钱算进真实日薪。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"finance.cash","value":-35},{"type":"add","target":"capabilities.riskSense","value":1},{"type":"tag","target":"history","value":"research:E24"}]	echo_170@1—3年：园区里的那顿饭后来有了固定办法。；下次接类似班次，你先问清吃饭和交通。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	cashBuffer/costShift；准备“先买一份，记下价格”时，动手以前，你决定算清手里的缓冲能垫住哪一段，再看要不要“先买一份，记下价格”。；结果落定时，缓冲只垫住眼前，没有假装风险已经消失。 你这次走的是“先买一份，记下价格”。	无	三代理混排复核完成；已发现项已修正
decision_170	decision_170_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["warehouse_picker"]}],"any":[],"none":[]}	仓储园区中午不让出门，售卖机一盒饭的钱接近一小时工资。夜班同事把自带饭放在休息室的小冰箱里。	以后自己带饭 → 第二天饭盒和水杯一起塞进包里。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.cashBuffer","value":1},{"type":"add","target":"pressures.body","value":-1},{"type":"tag","target":"history","value":"research:E24"}]	echo_170@2—4年：园区里的那顿饭后来有了固定办法。；休息只有半小时，至少不用排售卖机。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_170	decision_170_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["warehouse_picker"]}],"any":[],"none":[]}	仓储园区中午不让出门，售卖机一盒饭的钱接近一小时工资。夜班同事把自带饭放在休息室的小冰箱里。	找班组问能否统一订 → 几个人一起报了人数，组长联系附近餐馆送到门口。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"capabilities.network","value":2},{"type":"tag","target":"history","value":"research:E24"}]	echo_170@3—5年：园区里的那顿饭后来有了固定办法。；饭不算好吃，价格终于没那么离谱。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_171	decision_171_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["warehouse_picker"]}],"any":[],"none":[]}	传送带识别失败，人工件越堆越高。组长在另一头催数字，脚边的黄线已经被纸箱压住。	加快手速顶过去 → 数字追上了一点，手套却被纸箱边划开。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"pressures.body","value":5},{"type":"add","target":"capabilities.skill","value":1},{"type":"tag","target":"history","value":"research:E25"}]	echo_171@1—3年：那晚的产量表旁边，后来多了一条安全记录。；第二天贴创可贴时，积压早换到了另一条线。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	riskSense/riskShift；准备“加快手速顶过去”时，这次多做了一层准备：找出最容易留下后患的那一步。；回头看这一步，最容易出问题的地方提前被看见了。 你这次走的是“加快手速顶过去”。	无	三代理混排复核完成；已发现项已修正
decision_171	decision_171_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["warehouse_picker"]}],"any":[],"none":[]}	传送带识别失败，人工件越堆越高。组长在另一头催数字，脚边的黄线已经被纸箱压住。	叫组长增人 → 你拍下积压和黄线，请对方先调两个人来清。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.boundary","value":3},{"type":"add","target":"pressures.career","value":1},{"type":"tag","target":"history","value":"research:E25"}]	echo_171@2—4年：那晚的产量表旁边，后来多了一条安全记录。；产量晚了十分钟，通道重新露了出来。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_171	decision_171_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["warehouse_picker"]}],"any":[],"none":[]}	传送带识别失败，人工件越堆越高。组长在另一头催数字，脚边的黄线已经被纸箱压住。	按安全节奏做 → 你没让纸箱越过黄线，数字就照真实速度往上走。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"capabilities.riskSense","value":3},{"type":"tag","target":"history","value":"research:E25"}]	echo_171@3—5年：那晚的产量表旁边，后来多了一条安全记录。；复盘时，故障时间没有被算成你偷懒。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_172	decision_172_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["loading_gig","cleaning_worker"]}],"any":[],"none":[]}	零工市场大屏同时跳出三单：远处装卸给得多，附近保洁当天结，技能单还没刷新。窗口只给你几分钟考虑。	去钱多的装卸 → 你坐最早一班车去仓库，按约定清点工时。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"finance.cash","value":420},{"type":"add","target":"pressures.body","value":4},{"type":"tag","target":"history","value":"research:E26"}]	echo_172@1—3年：那块大屏上的一行字，后来变成了当天的现金。；当天挣得多，第二天胳膊抬得很慢。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	riskSense/riskShift；准备“去钱多的装卸”时，眼前仍要你自己选；牌能帮的，是找出最容易留下后患的那一步。；这次仍要由你承担后果；最容易出问题的地方提前被看见了。 你这次走的是“去钱多的装卸”。	无	三代理混排复核完成；已发现项已修正
decision_172	decision_172_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["loading_gig","cleaning_worker"]}],"any":[],"none":[]}	零工市场大屏同时跳出三单：远处装卸给得多，附近保洁当天结，技能单还没刷新。窗口只给你几分钟考虑。	接离家近的保洁 → 通勤短，结算单也在下班前签完。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"finance.cash","value":260},{"type":"add","target":"pressures.body","value":2},{"type":"tag","target":"history","value":"research:E26"}]	echo_172@2—4年：那块大屏上的一行字，后来变成了当天的现金。；钱少一点，晚上还能自己做顿饭。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_172	decision_172_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["loading_gig","cleaning_worker"]}],"any":[],"none":[]}	零工市场大屏同时跳出三单：远处装卸给得多，附近保洁当天结，技能单还没刷新。窗口只给你几分钟考虑。	再等技能单 → 前两单很快被领走。你守到下午，屏幕没再跳出合适的。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"pressures.money","value":3},{"type":"add","target":"capabilities.riskSense","value":1},{"type":"tag","target":"history","value":"research:E26"}]	echo_172@3—5年：那块大屏上的一行字，后来变成了当天的现金。；今天没收入，明天仍能继续等。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_173	decision_173_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["store_clerk","store_supervisor"]}],"any":[],"none":[]}	超市盘货拖到凌晨，排班表上第二天仍是七点早班。盘点枪还剩一格电，同事已经开始算回家还有没有夜班车。	留下盘完 → 你和同事把最后两排货扫完，打车费自己先垫。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"pressures.body","value":6},{"type":"add","target":"capabilities.skill","value":1},{"type":"tag","target":"history","value":"research:E30"}]	echo_173@1—3年：那次盘货以后，排班表第一次被拿来逐项对时间。；第二天站早班时，谁都没把疲惫叫作团队氛围。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	resilience/riskShift；准备“留下盘完”时，你没有急着选，先给最坏的结果留一条还能继续的路。；多出来的差别很具体：这一下没有堵死后面的路。 你这次走的是“留下盘完”。	无	三代理混排复核完成；已发现项已修正
decision_173	decision_173_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["store_clerk","store_supervisor"]}],"any":[],"none":[]}	超市盘货拖到凌晨，排班表上第二天仍是七点早班。盘点枪还剩一格电，同事已经开始算回家还有没有夜班车。	要求换掉早班 → 你把结束时间发给店长，确认第二天由别人先开门。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.boundary","value":3},{"type":"add","target":"pressures.career","value":1},{"type":"tag","target":"history","value":"research:E30"}]	echo_173@2—4年：那次盘货以后，排班表第一次被拿来逐项对时间。；群里有人不高兴，工时至少没有凭空消失。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_173	decision_173_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["store_clerk","store_supervisor"]}],"any":[],"none":[]}	超市盘货拖到凌晨，排班表上第二天仍是七点早班。盘点枪还剩一格电，同事已经开始算回家还有没有夜班车。	记录工时先走 → 你拍下盘点进度和打卡时间，赶上最后一班车。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"capabilities.riskSense","value":2},{"type":"add","target":"pressures.career","value":2},{"type":"tag","target":"history","value":"research:E30"}]	echo_173@3—5年：那次盘货以后，排班表第一次被拿来逐项对时间。；剩下的货第二天补完，记录也留在系统里。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_174	decision_174_choice_1	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["food_hourly","store_clerk","store_supervisor"]}],"any":[],"none":[]}	奶茶店爆单时，店长自己站到封口机前，让每个人轮流去后场喝水。外卖屏还在往下滚。	留下支援高峰 → 你接过打包台，按取餐号一袋袋核。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"relationships.network","value":3},{"type":"add","target":"pressures.body","value":2},{"type":"tag","target":"history","value":"research:E34"}]	echo_174@1—3年：那一晚大家记住的，不只是出了多少杯。；高峰过去，店长把多出的工时补进排班。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	resilience/resultVariant；准备“留下支援高峰”时，留下支援之前，你先确认轮换、补水和高峰结束时间，别把支援变成无限加班。；高峰仍然很累，但轮换和结束时间没有被一句支援带过。 你这次走的是“留下支援高峰”。	无	三代理混排复核完成；已发现项已修正
decision_174	decision_174_choice_2	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["food_hourly","store_clerk","store_supervisor"]}],"any":[],"none":[]}	奶茶店爆单时，店长自己站到封口机前，让每个人轮流去后场喝水。外卖屏还在往下滚。	按原班下班 → 你完成交接，照排班时间打卡。店长点头，让下一班接上。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.boundary","value":2},{"type":"add","target":"relationships.network","value":1},{"type":"tag","target":"history","value":"research:E34"}]	echo_174@2—4年：那一晚大家记住的，不只是出了多少杯。；下次你临时有事，对方也没有拿这次说事。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_174	decision_174_choice_3	decision	employment	年龄 18—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["food_hourly","store_clerk","store_supervisor"]}],"any":[],"none":[]}	奶茶店爆单时，店长自己站到封口机前，让每个人轮流去后场喝水。外卖屏还在往下滚。	替同事换十分钟 → 你先守住操作台，让忙了一小时的人去喝水。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"relationships.network","value":4},{"type":"add","target":"pressures.body","value":1},{"type":"tag","target":"history","value":"research:E34"}]	echo_174@3—5年：那一晚大家记住的，不只是出了多少杯。；轮到你休息时，杯子里还留着温水。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_175	decision_175_choice_1	decision	employment	年龄 20—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["store_supervisor"]}],"any":[],"none":[]}	咖啡店值班伙伴同时盯制作、巡视和新人。客人排到门外，冰箱温度记录还差一次。店长电话占线。	先守食品安全 → 你暂停一台设备，补完温度和清洁记录再继续出杯。	[{"type":"tag","target":"history","value":"employment:deliberate"},{"type":"add","target":"agency","value":4},{"type":"add","target":"capabilities.riskSense","value":3},{"type":"add","target":"pressures.career","value":2},{"type":"tag","target":"history","value":"research:E37"}]	echo_175@1—3年：那次高峰以后，交接本上多了处理顺序。；投诉了几句的客人走了，冰箱里的原料没有带病上岗。；效果 [{"type":"add","target":"agency","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	riskSense/riskShift；准备“先守食品安全”时，你先把温度、时间和当班责任记清，避免在忙乱里跳过食品安全记录。；出餐仍然拥挤，但温度记录和处置责任没有丢。 你这次走的是“先守食品安全”。	无	三代理混排复核完成；已发现项已修正
decision_175	decision_175_choice_2	decision	employment	年龄 20—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["store_supervisor"]}],"any":[],"none":[]}	咖啡店值班伙伴同时盯制作、巡视和新人。客人排到门外，冰箱温度记录还差一次。店长电话占线。	先保出杯速度 → 你把巡视往后放，所有人先站制作线。	[{"type":"tag","target":"history","value":"employment:negotiated"},{"type":"add","target":"agency","value":3},{"type":"add","target":"capabilities.skill","value":2},{"type":"add","target":"pressures.body","value":3},{"type":"tag","target":"history","value":"research:E37"}]	echo_175@2—4年：那次高峰以后，交接本上多了处理顺序。；队伍短了，打烊后补记录补到很晚。；效果 [{"type":"add","target":"capabilities.resilience","value":1},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
decision_175	decision_175_choice_3	decision	employment	年龄 20—60；人物 []；门槛 {"all":[{"path":"education.status","op":"notIn","value":["notStarted","enrolled"]},{"path":"employment.status","op":"in","value":["employed","gig","selfEmployed"]},{"path":"employment.profileId","op":"in","value":["store_supervisor"]}],"any":[],"none":[]}	咖啡店值班伙伴同时盯制作、巡视和新人。客人排到门外，冰箱温度记录还差一次。店长电话占线。	请区域店长补位 → 你把缺口说清，对方从邻店调来一人。	[{"type":"tag","target":"history","value":"employment:risk"},{"type":"add","target":"agency","value":2},{"type":"add","target":"capabilities.network","value":3},{"type":"add","target":"pressures.career","value":-1},{"type":"tag","target":"history","value":"research:E37"}]	echo_175@3—5年：那次高峰以后，交接本上多了处理顺序。；支援只待了两小时，最乱的一段有人接住了。；效果 [{"type":"add","target":"pressures.career","value":4},{"type":"tag","target":"history","value":"echo:employment"}]	无	无	三代理混排复核完成；已发现项已修正
